date,quality,station,temp,time
2014-03-31,G,102170,4.6,18:00:00
2016-04-21,G,102170,0.2,06:00:00
2016-06-03,G,102170,23.4,18:00:00
1955-11-28,Y,102190,-0.8,12:00:00
1955-12-14,Y,102190,-14.8,06:00:00
1956-11-24,Y,102190,-11.6,12:00:00
1958-01-18,Y,102190,-2.4,00:00:00
1961-03-28,G,102190,-0.2,18:00:00
1961-07-05,G,102190,15.4,12:00:00
1962-09-18,G,102190,5.1,06:00:00
1963-11-09,G,102190,6.0,12:00:00
1965-03-02,G,102190,-2.8,12:00:00
1965-06-25,G,102190,10.0,00:00:00
1966-02-09,G,102190,-21.1,12:00:00
1966-12-06,G,102190,1.0,18:00:00
1967-01-22,G,102190,-14.5,12:00:00
1968-11-25,G,102190,-2.0,18:00:00
1970-01-21,G,102190,-5.0,12:00:00
1970-02-11,G,102190,-13.6,12:00:00
1971-06-13,G,102190,19.3,12:00:00
1971-06-13,G,102190,18.3,18:00:00
1971-06-20,G,102190,13.8,12:00:00
1971-06-24,G,102190,13.3,18:00:00
1971-07-13,G,102190,9.2,06:00:00
1971-12-24,G,102190,5.1,18:00:00
1974-03-18,G,102190,0.1,03:00:00
1975-03-11,G,102190,3.2,12:00:00
1975-09-12,G,102190,10.6,06:00:00
1976-02-15,G,102190,-3.8,18:00:00
1976-03-05,G,102190,-4.6,18:00:00
1976-08-20,G,102190,19.8,12:00:00
1976-11-02,G,102190,-1.7,18:00:00
1978-03-13,G,102190,2.7,15:00:00
1978-03-29,G,102190,3.5,06:00:00
1978-11-17,G,102190,0.4,06:00:00
1979-04-27,G,102190,4.2,18:00:00
1979-05-11,G,102190,11.3,12:00:00
1979-09-03,G,102190,15.2,12:00:00
1979-10-17,G,102190,5.2,09:00:00
2001-09-07,G,102190,6.1,06:00:00
2002-10-31,G,102190,-4.0,06:00:00
2003-06-09,G,102190,15.5,18:00:00
2003-11-21,G,102190,-1.2,06:00:00
2004-12-12,G,102190,-8.2,06:00:00
2005-03-29,G,102190,3.4,18:00:00
2005-06-29,G,102190,12.9,06:00:00
2006-07-13,G,102190,19.6,18:00:00
2006-11-09,G,102190,-1.8,18:00:00
2008-11-17,G,102190,-6.5,06:00:00
2010-08-11,G,102190,16.4,18:00:00
2012-01-26,G,102190,-4.8,18:00:00
2013-07-02,G,102190,12.4,06:00:00
1981-07-08,G,102200,8.2,00:00:00
1981-10-07,G,102200,7.2,09:00:00
1982-01-10,G,102200,-10.2,06:00:00
1982-03-24,G,102200,4.9,15:00:00
1982-05-06,G,102200,0.3,03:00:00
1983-03-13,G,102200,3.5,15:00:00
1983-04-08,G,102200,2.4,12:00:00
1984-01-22,G,102200,-14.4,12:00:00
1984-11-16,G,102200,-1.4,12:00:00
1985-02-09,G,102200,-28.6,09:00:00
1985-02-14,G,102200,-21.7,21:00:00
1985-04-18,G,102200,-0.9,00:00:00
1985-04-28,G,102200,2.6,15:00:00
1985-08-05,G,102200,11.5,00:00:00
1985-12-13,G,102200,3.2,18:00:00
1986-02-24,G,102200,-7.2,15:00:00
1986-06-10,G,102200,19.0,18:00:00
1986-07-09,G,102200,13.4,18:00:00
1987-03-21,G,102200,-0.8,18:00:00
1987-07-26,G,102200,10.0,21:00:00
1987-08-31,G,102200,2.1,21:00:00
1987-10-27,G,102200,3.5,00:00:00
1988-05-08,G,102200,4.0,21:00:00
1988-08-28,G,102210,15.2,12:00:00
1988-11-10,G,102210,-0.2,18:00:00
1989-10-19,G,102210,7.5,21:00:00
1989-11-27,G,102210,-4.1,03:00:00
1990-04-20,G,102210,3.6,03:00:00
1990-05-18,G,102210,3.7,21:00:00
1991-03-06,G,102210,-4.3,06:00:00
1991-12-30,G,102210,-1.0,03:00:00
1992-03-21,G,102210,3.3,18:00:00
1992-03-24,G,102210,2.9,15:00:00
1992-06-30,G,102210,14.5,12:00:00
1992-12-04,G,102210,1.8,09:00:00
1993-01-09,G,102210,2.8,21:00:00
1993-02-07,G,102210,-1.4,12:00:00
1993-05-15,G,102210,11.0,06:00:00
1993-07-16,G,102210,17.6,18:00:00
1993-11-20,G,102210,-6.6,21:00:00
1993-12-05,G,102210,1.2,12:00:00
1994-04-13,G,102210,0.8,00:00:00
1994-11-17,G,102210,-0.6,09:00:00
1995-08-14,G,102210,14.2,06:00:00
1995-11-16,G,102210,-3.8,00:00:00
1996-06-01,G,102210,11.2,09:00:00
1996-08-24,G,102210,16.0,03:00:00
1996-10-11,G,102210,7.4,12:00:00
1997-01-16,G,102210,3.2,00:00:00
1997-05-29,G,102210,5.3,03:00:00
1997-09-29,G,102210,5.2,03:00:00
1998-05-28,G,102210,16.3,18:00:00
1998-09-18,G,102210,8.6,00:00:00
1998-11-01,G,102210,-0.1,21:00:00
1999-01-30,G,102210,-9.8,00:00:00
1999-12-14,G,102210,-13.2,18:00:00
1996-09-21,G,102390,3.5,06:00:00
1997-06-15,G,102390,11.4,15:00:00
1997-07-06,Y,102390,18.0,16:00:00
1997-07-08,Y,102390,10.6,01:00:00
1997-07-23,G,102390,19.1,09:00:00
1997-07-31,Y,102390,15.1,11:00:00
1998-02-19,Y,102390,5.7,11:00:00
1998-03-19,Y,102390,-4.4,07:00:00
1998-04-13,Y,102390,-1.1,23:00:00
1998-05-09,Y,102390,9.2,08:00:00
1998-05-27,Y,102390,9.3,20:00:00
1998-07-06,G,102390,12.7,15:00:00
1998-08-02,G,102390,11.6,18:00:00
1998-08-14,G,102390,15.1,12:00:00
1998-09-13,G,102390,12.4,09:00:00
1999-02-18,Y,102390,-6.9,04:00:00
1999-03-13,G,102390,-7.7,09:00:00
1999-03-29,G,102390,6.5,21:00:00
1999-04-11,G,102390,5.1,15:00:00
1999-05-07,Y,102390,-2.9,01:00:00
1999-05-10,Y,102390,-1.6,04:00:00
1999-06-14,Y,102390,12.5,02:00:00
1999-06-15,Y,102390,12.8,07:00:00
1999-06-22,Y,102390,12.9,19:00:00
1999-07-05,G,102390,12.6,00:00:00
1999-10-17,G,102390,-2.5,03:00:00
1999-11-16,Y,102390,-2.5,10:00:00
2000-01-20,G,102390,0.9,12:00:00
2000-03-09,G,102390,-1.5,09:00:00
2000-04-19,G,102390,3.6,03:00:00
2000-06-08,G,102390,16.8,15:00:00
2000-06-24,G,102390,15.3,12:00:00
2000-08-01,G,102390,22.2,15:00:00
2000-09-23,Y,102390,8.0,01:00:00
2001-02-21,Y,102390,2.2,11:00:00
2001-02-27,Y,102390,-23.6,23:00:00
2001-04-06,Y,102390,1.4,05:00:00
2001-05-13,Y,102390,16.6,17:00:00
2001-05-14,Y,102390,8.6,01:00:00
2001-05-25,Y,102390,-0.2,04:00:00
2002-01-21,G,102390,0.6,12:00:00
2002-04-26,G,102390,8.0,00:00:00
2002-05-20,Y,102390,12.2,20:00:00
2002-07-24,Y,102390,14.7,13:00:00
2002-08-07,Y,102390,15.4,07:00:00
2002-08-11,Y,102390,12.8,22:00:00
2003-01-26,G,102390,2.3,00:00:00
2003-01-26,Y,102390,0.6,07:00:00
2003-02-18,Y,102390,-14.9,02:00:00
2003-04-19,Y,102390,1.5,20:00:00
2003-06-24,Y,102390,10.7,20:00:00
2003-07-30,Y,102390,19.5,13:00:00
2003-10-03,Y,102390,9.9,20:00:00
2003-10-07,G,102390,7.3,12:00:00
2003-10-27,Y,102390,0.3,11:00:00
2003-11-18,Y,102390,-2.5,05:00:00
2003-11-20,Y,102390,-6.6,17:00:00
2004-01-29,G,102390,-5.0,03:00:00
2004-03-13,Y,102390,0.0,14:00:00
2004-04-20,Y,102390,11.8,14:00:00
2005-03-15,G,102390,-2.4,12:00:00
2005-04-05,Y,102390,7.3,08:00:00
2005-04-11,Y,102390,9.3,08:00:00
2005-06-18,Y,102390,6.1,23:00:00
2005-07-27,Y,102390,12.6,05:00:00
2005-10-01,Y,102390,9.1,04:00:00
2005-10-11,G,102390,11.3,00:00:00
2005-12-03,Y,102390,-2.3,19:00:00
2006-01-13,Y,102390,2.3,20:00:00
2006-02-23,Y,102390,-4.2,07:00:00
2006-05-08,Y,102390,22.0,10:00:00
2006-09-21,Y,102390,17.3,10:00:00
2006-10-06,Y,102390,9.1,19:00:00
2006-11-09,Y,102390,-10.0,19:00:00
2006-12-02,G,102390,7.0,15:00:00
2006-12-19,Y,102390,-11.2,07:00:00
2007-03-12,Y,102390,6.6,13:00:00
2007-04-18,Y,102390,8.2,14:00:00
2007-05-26,Y,102390,15.3,10:00:00
2007-06-13,G,102390,4.3,03:00:00
2007-07-22,Y,102390,19.3,14:00:00
2007-09-08,Y,102390,9.3,04:00:00
2008-03-22,G,102390,-15.4,03:00:00
2008-06-16,Y,102390,12.0,19:00:00
2008-07-15,G,102390,11.6,00:00:00
2008-07-30,Y,102390,13.7,23:00:00
2008-07-31,Y,102390,17.4,16:00:00
2008-08-03,G,102390,13.4,00:00:00
2008-09-21,Y,102390,5.6,20:00:00
2008-11-08,Y,102390,0.7,02:00:00
2008-12-01,G,102390,-3.4,18:00:00
2008-12-02,Y,102390,-2.1,10:00:00
2008-12-22,Y,102390,1.4,16:00:00
2009-01-08,Y,102390,-9.0,11:00:00
2009-01-10,G,102390,-0.2,21:00:00
2009-04-12,Y,102390,-3.5,04:00:00
2009-05-17,G,102390,8.2,06:00:00
2009-05-22,G,102390,15.2,12:00:00
2009-05-27,Y,102390,8.4,22:00:00
2009-07-08,Y,102390,11.5,01:00:00
2009-09-24,G,102390,4.9,00:00:00
2009-10-29,G,102390,-1.9,15:00:00
2009-11-04,Y,102390,1.7,04:00:00
2010-01-12,Y,102390,-17.8,07:00:00
2010-03-24,Y,102390,0.9,14:00:00
2010-04-30,Y,102390,15.6,14:00:00
2010-09-02,G,102390,1.6,23:00:00
2010-10-23,G,102390,-7.1,20:00:00
2010-11-28,G,102390,-7.6,15:00:00
2010-12-06,G,102390,-7.9,17:00:00
2011-03-06,G,102390,3.4,14:00:00
2011-05-24,G,102390,11.2,19:00:00
2011-07-22,G,102390,16.9,18:00:00
2011-09-29,G,102390,17.5,10:00:00
2011-10-15,G,102390,0.2,01:00:00
2012-02-22,G,102390,3.0,11:00:00
2012-03-05,G,102390,-2.9,17:00:00
2012-03-18,G,102390,3.4,17:00:00
2012-04-25,G,102390,9.3,18:00:00
2012-05-26,G,102390,6.7,23:00:00
2012-09-09,G,102390,14.0,16:00:00
2012-12-28,G,102390,-17.3,02:00:00
2013-01-22,G,102390,-21.2,17:00:00
2013-02-17,G,102390,-0.9,08:00:00
2013-02-17,G,102390,-5.4,22:00:00
2013-04-24,G,102390,-0.1,03:00:00
2013-05-31,G,102390,12.1,21:00:00
2013-06-05,G,102390,15.9,13:00:00
2013-08-11,G,102390,16.1,18:00:00
2013-10-07,G,102390,7.6,02:00:00
2013-11-25,G,102390,-7.3,06:00:00
2013-12-04,G,102390,-7.1,17:00:00
2014-01-15,G,102390,-7.5,20:00:00
2014-02-20,G,102390,-2.4,17:00:00
2014-08-03,G,102390,8.7,01:00:00
2014-09-03,G,102390,20.3,11:00:00
2014-09-10,G,102390,10.1,05:00:00
2014-11-10,G,102390,6.0,07:00:00
2014-11-12,G,102390,3.7,23:00:00
2014-11-26,G,102390,-6.4,17:00:00
2015-01-01,G,102390,-6.5,02:00:00
2015-01-13,G,102390,1.8,16:00:00
2015-01-29,G,102390,0.2,06:00:00
2015-02-17,G,102390,0.3,17:00:00
2015-03-31,G,102390,6.9,16:00:00
2015-04-24,G,102390,9.0,16:00:00
2015-07-31,G,102390,12.6,19:00:00
2015-08-25,G,102390,16.4,06:00:00
2015-11-18,Y,102390,0.9,06:00:00
2015-11-30,Y,102390,-2.7,13:00:00
1961-05-08,G,102540,6.3,18:00:00
1961-11-07,G,102540,-0.3,06:00:00
1963-11-09,G,102540,4.0,06:00:00
1964-04-02,G,102540,6.4,12:00:00
1966-08-05,G,102540,13.8,18:00:00
1968-09-30,G,102540,9.0,06:00:00
1968-10-14,G,102540,5.8,18:00:00
1969-10-28,G,102540,-5.5,06:00:00
1972-06-21,G,102540,12.6,18:00:00
1973-08-05,G,102540,11.6,06:00:00
1974-12-15,G,102540,-4.5,18:00:00
1975-06-03,G,102540,10.2,12:00:00
1977-07-29,G,102540,21.0,12:00:00
1978-06-04,G,102540,20.8,18:00:00
1979-12-11,G,102540,-19.8,12:00:00
1980-01-31,G,102540,-16.0,12:00:00
1980-04-09,G,102540,6.1,12:00:00
1982-06-05,G,102540,16.1,06:00:00
1982-09-30,G,102540,10.8,18:00:00
1984-08-18,G,102540,15.1,18:00:00
1984-11-09,G,102540,0.3,18:00:00
1985-08-02,G,102540,14.2,18:00:00
1987-12-15,G,102540,-16.3,18:00:00
1988-02-12,G,102540,-0.4,06:00:00
1989-02-08,G,102540,-4.5,06:00:00
1989-07-07,G,102540,29.7,12:00:00
1989-11-01,G,102540,2.1,18:00:00
1990-04-25,G,102540,14.6,18:00:00
1991-05-27,G,102540,12.2,12:00:00
1991-07-17,G,102540,14.8,18:00:00
1991-07-23,G,102540,10.3,06:00:00
1992-01-26,G,102540,-7.7,12:00:00
1992-10-04,G,102540,2.1,06:00:00
1994-04-05,G,102540,1.1,18:00:00
1994-06-23,G,102540,15.2,12:00:00
1994-11-11,G,102540,-11.7,18:00:00
1996-04-26,G,102540,6.6,18:00:00
1996-12-17,G,102540,-26.2,06:00:00
1999-07-16,G,102540,12.6,06:00:00
1999-12-06,G,102540,-1.1,06:00:00
2003-01-21,G,102540,0.6,06:00:00
2004-06-07,G,102540,9.8,18:00:00
2004-08-10,G,102540,16.0,06:00:00
2005-01-18,G,102540,3.3,06:00:00
2005-11-28,G,102540,-10.3,18:00:00
2006-01-13,G,102540,2.7,12:00:00
2007-01-05,G,102540,-3.7,12:00:00
2009-09-11,G,102540,11.1,18:00:00
2011-10-16,G,102540,2.8,18:00:00
2012-06-13,G,102540,12.2,12:00:00
2012-10-23,G,102540,2.5,12:00:00
2013-01-20,G,102540,-10.0,06:00:00
2013-02-08,G,102540,-15.4,18:00:00
2013-10-23,G,102540,12.6,12:00:00
2013-11-18,G,102540,1.6,18:00:00
2014-04-26,G,102540,2.1,06:00:00
1961-07-21,G,103050,21.5,12:00:00
1961-09-10,G,103050,9.0,06:00:00
1961-10-06,G,103050,14.8,12:00:00
1962-02-06,G,103050,-6.4,18:00:00
1963-03-17,G,103050,-2.0,12:00:00
1963-09-28,G,103050,5.5,18:00:00
1964-09-17,G,103050,9.6,12:00:00
1964-09-23,G,103050,7.8,06:00:00
1965-10-07,G,103050,6.8,06:00:00
1966-05-04,G,103050,11.0,12:00:00
1966-07-04,G,103050,15.0,18:00:00
1968-09-27,G,103050,7.6,12:00:00
1969-05-06,G,103050,14.2,12:00:00
1970-01-25,G,103050,-3.1,06:00:00
1970-08-19,G,103050,16.0,18:00:00
1971-01-02,G,103050,-13.0,12:00:00
1972-08-26,G,103050,8.2,06:00:00
1976-04-02,G,103050,6.3,12:00:00
1961-03-05,G,103080,4.6,18:00:00
1961-04-19,G,103080,1.4,06:00:00
1962-03-02,G,103080,-1.0,12:00:00
1962-05-03,G,103080,0.8,06:00:00
1962-09-23,G,103080,7.2,06:00:00
1962-10-31,G,103080,7.1,12:00:00
1962-12-22,G,103080,-7.3,06:00:00
1964-01-26,G,103080,-10.0,06:00:00
1968-09-03,G,103080,16.6,18:00:00
1970-09-03,G,103080,11.6,12:00:00
1970-12-03,G,103080,-5.2,18:00:00
1971-01-25,G,103080,3.4,06:00:00
1973-11-04,G,103080,7.3,18:00:00
1975-01-11,G,103080,-7.5,12:00:00
1976-02-02,G,103080,-7.0,12:00:00
1976-04-19,Y,103080,-2.5,06:00:00
1978-05-23,G,103080,19.0,18:00:00
1978-10-20,G,103080,12.2,12:00:00
1979-11-01,G,103080,-0.4,12:00:00
1980-06-27,G,103080,12.3,12:00:00
1982-03-08,G,103080,-3.0,18:00:00
1983-05-12,G,103080,12.3,12:00:00
1986-02-19,G,103080,-12.6,12:00:00
1987-01-25,G,103080,-2.7,06:00:00
1987-06-19,G,103080,9.0,06:00:00
1989-09-15,G,103080,10.7,18:00:00
1989-10-12,G,103080,-5.2,06:00:00
1991-06-08,G,103080,10.0,06:00:00
1991-08-18,G,103080,16.4,12:00:00
1991-09-05,G,103080,8.0,06:00:00
1991-09-23,G,103080,7.9,18:00:00
1992-05-05,G,103080,8.8,06:00:00
1993-09-03,G,103080,7.3,06:00:00
1994-06-07,G,103080,9.4,06:00:00
1996-04-07,G,103080,9.3,18:00:00
1996-07-16,G,103080,17.5,12:00:00
1996-10-22,G,103080,3.5,18:00:00
1999-12-16,G,103080,-22.8,06:00:00
2000-04-11,G,103080,10.0,12:00:00
2001-01-04,G,103080,0.4,18:00:00
2002-02-13,G,103080,0.6,12:00:00
2003-03-08,G,103080,0.2,06:00:00
2003-03-26,G,103080,6.8,18:00:00
2007-10-26,G,103080,1.4,18:00:00
2010-03-09,G,103080,-9.4,06:00:00
2010-05-18,G,103080,19.8,18:00:00
2010-05-19,G,103080,19.5,18:00:00
2010-08-10,G,103080,15.7,18:00:00
1949-03-25,Y,103090,5.6,18:00:00
1950-09-13,Y,103090,6.2,06:00:00
1951-04-23,Y,103090,8.7,12:00:00
1951-06-24,Y,103090,15.2,06:00:00
1952-02-15,Y,103090,-2.5,18:00:00
1952-09-08,Y,103090,10.0,18:00:00
1954-07-31,Y,103090,12.4,06:00:00
1956-04-23,Y,103090,9.0,18:00:00
1957-01-06,Y,103090,-2.8,06:00:00
1957-02-16,Y,103090,-5.8,12:00:00
1958-05-24,Y,103090,16.4,12:00:00
1959-02-28,Y,103090,3.8,18:00:00
1959-03-29,Y,103090,-2.4,06:00:00
1960-02-19,Y,103090,-9.1,12:00:00
1960-05-12,Y,103090,10.1,06:00:00
1960-11-05,Y,103090,5.4,18:00:00
1962-04-11,G,103090,1.8,18:00:00
1962-10-11,G,103090,5.4,18:00:00
1963-01-22,G,103090,-10.6,12:00:00
1963-07-14,G,103090,14.9,12:00:00
1965-02-09,G,103090,-19.9,00:00:00
1967-05-05,G,103090,10.2,18:00:00
1967-08-22,G,103090,16.6,18:00:00
1967-09-11,G,103090,2.5,00:00:00
1967-09-18,G,103090,8.8,00:00:00
1968-08-24,G,103090,10.0,06:00:00
1968-12-14,G,103090,-10.2,12:00:00
1969-01-21,G,103090,-2.2,12:00:00
1969-08-23,G,103090,12.6,06:00:00
1969-10-01,G,103090,7.5,12:00:00
1970-01-04,G,103090,-25.2,06:00:00
1970-02-09,G,103090,-8.2,12:00:00
1970-03-10,G,103090,0.8,12:00:00
1970-09-01,G,103090,14.3,18:00:00
1971-05-26,G,103090,5.2,12:00:00
1972-04-02,G,103090,0.4,12:00:00
1972-08-01,G,103090,17.6,00:00:00
1973-03-07,G,103090,-5.1,09:00:00
1974-11-08,G,103090,-6.6,03:00:00
1974-12-02,G,103090,3.3,12:00:00
1975-01-09,G,103090,-3.8,12:00:00
1975-04-23,G,103090,2.7,06:00:00
1975-08-14,G,103090,21.8,18:00:00
1975-09-13,G,103090,12.0,09:00:00
1977-02-05,G,103090,0.3,03:00:00
1977-03-01,G,103090,-7.1,09:00:00
1977-04-01,G,103090,-2.2,18:00:00
1978-01-04,G,103090,-10.9,09:00:00
1978-03-27,G,103090,1.1,03:00:00
1978-08-04,G,103090,14.1,03:00:00
1978-12-12,G,103090,-3.6,06:00:00
1979-03-04,G,103090,-1.2,03:00:00
1979-04-24,G,103090,3.9,18:00:00
1980-04-30,G,103090,6.6,03:00:00
1980-09-17,G,103090,12.7,15:00:00
1981-04-18,G,103090,7.5,15:00:00
1981-06-27,G,103090,12.1,09:00:00
1981-08-14,G,103090,16.7,06:00:00
1982-03-23,G,103090,0.4,18:00:00
1982-08-08,G,103090,10.4,03:00:00
1982-10-08,G,103090,7.5,03:00:00
1982-12-13,G,103090,-13.5,15:00:00
1983-05-28,G,103090,9.2,00:00:00
1983-08-22,G,103090,20.6,09:00:00
1985-03-17,G,103090,-15.7,06:00:00
1985-05-02,G,103090,1.7,18:00:00
1985-06-21,G,103090,17.1,15:00:00
1985-10-06,G,103090,10.7,09:00:00
1986-10-17,G,103090,-0.3,03:00:00
1988-07-09,G,103090,16.5,15:00:00
1988-09-25,G,103090,8.9,00:00:00
1988-10-31,G,103090,0.1,12:00:00
1989-08-25,G,103090,8.5,06:00:00
1989-09-17,G,103090,6.3,00:00:00
1989-12-20,G,103090,-11.7,06:00:00
1989-12-23,G,103090,-1.9,00:00:00
1990-03-17,G,103090,8.2,00:00:00
1990-04-14,G,103090,8.7,15:00:00
1990-04-15,G,103090,6.6,15:00:00
1991-06-06,G,103090,12.5,09:00:00
1991-06-27,G,103090,9.4,03:00:00
1991-07-29,G,103090,14.1,06:00:00
1991-12-05,G,103090,-0.5,09:00:00
1991-12-19,G,103090,-3.3,12:00:00
1992-08-12,G,103090,14.4,18:00:00
1993-01-19,G,103090,-2.4,12:00:00
1993-09-26,G,103090,5.5,03:00:00
1996-02-12,G,103090,-8.4,06:00:00
1997-04-24,G,103090,1.5,06:00:00
1998-06-22,G,103090,13.0,06:00:00
2001-01-22,G,103090,-3.8,06:00:00
2001-02-03,G,103090,-19.3,06:00:00
2001-04-06,G,103090,1.9,06:00:00
2004-05-04,G,103090,10.6,18:00:00
2008-09-08,G,103090,12.2,18:00:00
2012-05-08,G,103090,5.0,06:00:00
2012-09-10,G,103090,11.5,06:00:00
1995-08-02,G,103100,10.1,03:00:00
1995-08-20,Y,103100,12.8,04:00:00
1995-09-02,G,103100,13.9,21:00:00
1995-09-26,Y,103100,8.5,05:00:00
1995-11-07,G,103100,-1.9,12:00:00
1996-02-13,Y,103100,-20.2,22:00:00
1996-03-23,G,103100,-11.9,00:00:00
1996-04-20,G,103100,11.3,12:00:00
1996-05-18,Y,103100,-0.1,04:00:00
1996-05-21,Y,103100,11.5,08:00:00
1996-06-09,G,103100,20.1,18:00:00
1996-07-08,Y,103100,18.2,17:00:00
1996-08-07,G,103100,17.0,06:00:00
1996-10-12,Y,103100,10.0,08:00:00
1996-12-07,Y,103100,-5.1,13:00:00
1996-12-11,Y,103100,-0.3,19:00:00
1997-01-16,G,103100,-3.9,06:00:00
1997-01-19,Y,103100,-5.4,10:00:00
1997-02-15,Y,103100,-18.3,08:00:00
1997-03-15,Y,103100,-3.9,20:00:00
1997-03-16,Y,103100,-5.6,19:00:00
1997-03-27,Y,103100,1.9,01:00:00
1997-05-25,Y,103100,11.1,17:00:00
1997-06-04,Y,103100,12.5,08:00:00
1997-06-27,G,103100,17.8,12:00:00
1997-07-09,Y,103100,20.4,19:00:00
1997-07-14,G,103100,19.7,09:00:00
1997-07-16,Y,103100,19.8,19:00:00
1997-08-02,Y,103100,19.9,14:00:00
1997-10-01,Y,103100,2.9,08:00:00
1997-10-06,Y,103100,8.0,16:00:00
1997-11-12,G,103100,4.2,06:00:00
1997-12-25,Y,103100,-3.8,01:00:00
1998-02-17,Y,103100,-2.5,11:00:00
1998-03-16,Y,103100,-0.5,02:00:00
1998-03-28,G,103100,1.2,00:00:00
1998-07-10,G,103100,14.9,09:00:00
1998-08-08,Y,103100,3.7,01:00:00
1998-09-18,Y,103100,11.4,10:00:00
1998-11-06,Y,103100,-2.1,04:00:00
1998-11-15,Y,103100,-9.0,07:00:00
1999-01-06,G,103100,-5.6,03:00:00
1999-01-16,G,103100,-6.6,00:00:00
1999-04-11,Y,103100,6.0,07:00:00
1999-05-27,Y,103100,9.0,02:00:00
1999-06-17,Y,103100,13.5,05:00:00
1999-07-28,G,103100,9.3,00:00:00
1999-08-25,Y,103100,7.3,22:00:00
1999-09-07,Y,103100,21.9,13:00:00
1999-10-23,Y,103100,5.3,13:00:00
1999-12-24,Y,103100,3.0,05:00:00
2000-01-23,G,103100,-17.3,06:00:00
2000-04-25,Y,103100,13.0,16:00:00
2000-07-01,G,103100,16.4,18:00:00
2000-07-30,Y,103100,23.8,11:00:00
2001-01-09,Y,103100,-6.9,22:00:00
2001-03-24,Y,103100,-16.5,05:00:00
2001-03-24,Y,103100,1.6,16:00:00
2001-05-04,Y,103100,3.3,19:00:00
2001-06-27,Y,103100,26.4,16:00:00
2001-06-29,Y,103100,16.9,20:00:00
2001-07-29,Y,103100,16.8,23:00:00
2001-08-13,G,103100,13.5,06:00:00
2001-08-14,G,103100,22.0,15:00:00
2001-08-21,Y,103100,16.8,08:00:00
2001-11-16,Y,103100,-0.1,16:00:00
2001-12-15,Y,103100,-5.6,01:00:00
2002-01-13,Y,103100,2.4,23:00:00
2002-01-27,G,103100,-5.7,00:00:00
2002-03-14,G,103100,-9.1,21:00:00
2002-04-16,G,103100,0.7,06:00:00
2002-07-01,Y,103100,16.6,17:00:00
2002-07-03,G,103100,11.7,06:00:00
2002-07-10,Y,103100,25.2,17:00:00
2002-07-11,Y,103100,21.2,07:00:00
2002-07-20,Y,103100,16.5,02:00:00
2002-12-08,G,103100,-10.3,12:00:00
2002-12-28,Y,103100,-2.8,02:00:00
2003-02-01,Y,103100,-20.9,04:00:00
2003-02-01,G,103100,-3.1,21:00:00
2003-02-16,G,103100,-3.7,12:00:00
2003-04-12,Y,103100,4.5,11:00:00
2003-04-16,G,103100,0.1,21:00:00
2003-07-22,G,103100,19.1,06:00:00
2003-08-16,G,103100,5.3,03:00:00
2003-08-31,Y,103100,4.5,19:00:00
2003-09-18,Y,103100,16.1,22:00:00
2003-11-25,Y,103100,-3.6,02:00:00
2003-11-28,Y,103100,1.3,19:00:00
2003-12-13,Y,103100,-1.2,16:00:00
2003-12-25,Y,103100,2.8,07:00:00
2004-01-29,G,103100,-4.0,09:00:00
2004-03-18,G,103100,9.6,15:00:00
2004-04-15,Y,103100,5.3,01:00:00
2004-06-11,G,103100,18.1,15:00:00
2004-07-16,G,103100,4.8,00:00:00
2005-03-16,Y,103100,-2.1,10:00:00
2005-05-08,G,103100,-2.5,03:00:00
2005-07-03,Y,103100,21.1,17:00:00
2005-08-10,Y,103100,17.6,04:00:00
2005-08-25,G,103100,11.0,00:00:00
2005-09-11,G,103100,14.0,12:00:00
2005-09-13,G,103100,0.0,06:00:00
2005-09-13,Y,103100,10.1,10:00:00
2005-09-18,Y,103100,8.8,22:00:00
2005-10-03,Y,103100,13.5,11:00:00
2005-11-04,Y,103100,11.2,07:00:00
2006-02-17,Y,103100,-3.8,14:00:00
2006-03-30,Y,103100,2.3,13:00:00
2006-04-24,Y,103100,6.6,08:00:00
2006-05-10,G,103100,15.9,09:00:00
2006-05-31,G,103100,5.7,21:00:00
2006-07-19,G,103100,15.3,09:00:00
2006-09-07,Y,103100,10.4,08:00:00
2007-02-26,Y,103100,-1.2,16:00:00
2007-03-24,Y,103100,7.8,11:00:00
2007-04-05,Y,103100,10.9,10:00:00
2007-04-22,Y,103100,-4.0,05:00:00
2007-05-29,Y,103100,10.0,01:00:00
2007-06-14,Y,103100,0.7,02:00:00
2007-08-11,Y,103100,17.3,08:00:00
2007-11-20,Y,103100,-6.9,05:00:00
2007-11-25,Y,103100,0.1,01:00:00
2007-12-06,Y,103100,6.4,13:00:00
2008-01-15,Y,103100,1.6,01:00:00
2008-03-01,Y,103100,0.7,19:00:00
2008-03-07,G,103100,-0.1,21:00:00
2008-03-16,G,103100,-2.1,00:00:00
2008-07-23,Y,103100,19.1,08:00:00
2008-08-06,Y,103100,12.6,20:00:00
2008-11-21,Y,103100,-4.7,19:00:00
2008-12-12,Y,103100,-3.1,16:00:00
2008-12-14,G,103100,1.0,18:00:00
2009-01-20,Y,103100,1.1,16:00:00
2009-02-21,Y,103100,-3.2,20:00:00
2009-03-24,Y,103100,-5.9,07:00:00
2009-04-30,G,103100,1.7,03:00:00
2009-05-04,G,103100,8.6,21:00:00
2009-06-18,Y,103100,5.3,01:00:00
2009-10-04,Y,103100,3.8,19:00:00
2009-12-07,G,103100,0.7,00:00:00
