((8, 1990), 316)
((8, 1989), 316)
((8, 1988), 316)
((8, 1987), 320)
((8, 1986), 304)
((8, 1985), 314)
((8, 1984), 318)
((8, 1983), 330)
((8, 1982), 326)
((8, 1981), 334)
((8, 1980), 330)
((8, 1979), 340)
((8, 1978), 350)
((8, 1977), 354)
((8, 1976), 363)
((8, 1975), 367)
((8, 1974), 372)
((8, 1973), 373)
((8, 1972), 376)
((8, 1971), 375)
((8, 1970), 370)
((8, 1969), 357)
((8, 1968), 357)
((8, 1967), 358)
((8, 1966), 359)
((8, 1965), 354)
((8, 1964), 300)
((8, 1963), 311)
((8, 1962), 301)
((8, 1961), 269)
((8, 1960), 127)
((8, 1959), 125)
((8, 1958), 130)
((8, 1957), 130)
((8, 1956), 127)
((8, 1955), 124)
((8, 1954), 119)
((8, 1953), 119)
((8, 1952), 115)
((8, 1951), 112)
((8, 1950), 49)
((7, 2014), 297)
((7, 2013), 301)
((7, 2012), 310)
((7, 2011), 319)
((7, 2010), 318)
((7, 2009), 312)
((7, 2008), 314)
((7, 2007), 304)
((7, 2006), 310)
((7, 2005), 307)
((7, 2004), 319)
((7, 2003), 321)
((7, 2002), 324)
((7, 2001), 324)
((7, 2000), 320)
((7, 1999), 329)
((7, 1998), 326)
((7, 1997), 333)
((7, 1996), 342)
((7, 1995), 291)
((7, 1994), 302)
((7, 1993), 291)
((7, 1992), 311)
((7, 1991), 315)
((7, 1990), 308)
((7, 1989), 312)
((7, 1988), 306)
((7, 1987), 319)
((7, 1986), 294)
((7, 1985), 304)
((7, 1984), 312)
((7, 1983), 319)
((7, 1982), 321)
((7, 1981), 329)
((7, 1980), 324)
((7, 1979), 345)
((7, 1978), 343)
((7, 1977), 350)
((7, 1976), 356)
((7, 1975), 358)
((7, 1974), 362)
((7, 1973), 370)
((7, 1972), 374)
((7, 1971), 370)
((7, 1970), 362)
((7, 1969), 349)
((7, 1968), 353)
((7, 1967), 351)
((7, 1966), 352)
((7, 1965), 349)
((7, 1964), 301)
((7, 1963), 308)
((7, 1962), 300)
((7, 1961), 266)
((7, 1960), 126)
((7, 1959), 126)
((7, 1958), 129)
((7, 1957), 130)
((7, 1956), 127)
((7, 1955), 124)
((7, 1954), 119)
((7, 1953), 118)
((7, 1952), 115)
((7, 1951), 111)
((7, 1950), 49)
((6, 2014), 298)
((6, 2013), 302)
((6, 2012), 310)
((6, 2011), 318)
((6, 2010), 320)
((6, 2009), 310)
((6, 2008), 316)
((6, 2007), 303)
((6, 2006), 310)
((6, 2005), 311)
((6, 2004), 319)
((6, 2003), 323)
((6, 2002), 326)
((6, 2001), 324)
((6, 2000), 321)
((6, 1999), 330)
((6, 1998), 326)
((6, 1997), 338)
((6, 1996), 345)
((6, 1995), 294)
((6, 1994), 303)
((6, 1993), 289)
((6, 1992), 310)
((6, 1991), 321)
((6, 1990), 313)
((6, 1989), 315)
((6, 1988), 322)
((6, 1987), 323)
((6, 1986), 314)
((6, 1985), 324)
((6, 1984), 324)
((6, 1983), 337)
((6, 1982), 339)
((6, 1981), 331)
((6, 1980), 332)
((6, 1979), 351)
((6, 1978), 354)
((6, 1977), 364)
((6, 1976), 368)
((6, 1975), 368)
((6, 1974), 372)
((6, 1973), 377)
((6, 1972), 375)
((6, 1971), 374)
((6, 1970), 369)
((6, 1969), 352)
((6, 1968), 357)
((6, 1967), 359)
((6, 1966), 360)
((6, 1965), 355)
((6, 1964), 303)
((6, 1963), 310)
((6, 1962), 297)
((6, 1961), 268)
((6, 1960), 127)
((6, 1959), 128)
((6, 1958), 130)
((6, 1957), 128)
((6, 1956), 127)
((6, 1955), 125)
((6, 1954), 119)
((6, 1953), 119)
((6, 1952), 114)
((6, 1951), 110)
((6, 1950), 47)
((5, 2014), 296)
((5, 2013), 301)
((5, 2012), 308)
((5, 2011), 316)
((5, 2010), 319)
((5, 2009), 308)
((5, 2008), 316)
((5, 2007), 300)
((5, 2006), 307)
((5, 2005), 303)
((5, 2004), 321)
((5, 2003), 321)
((5, 2002), 324)
((5, 2001), 316)
((5, 2000), 323)
((5, 1999), 325)
((5, 1998), 322)
((5, 1997), 320)
((5, 1996), 342)
((5, 1995), 292)
((5, 1994), 299)
((5, 1993), 292)
((5, 1992), 311)
((5, 1991), 294)
((5, 1990), 309)
((5, 1989), 318)
((5, 1988), 320)
((5, 1987), 321)
((5, 1986), 317)
((5, 1985), 325)
((5, 1984), 333)
((5, 1983), 336)
((5, 1982), 330)
((5, 1981), 337)
((5, 1980), 337)
((5, 1979), 354)
((5, 1978), 352)
((5, 1977), 352)
((5, 1976), 369)
((5, 1975), 367)
((5, 1974), 370)
((5, 1973), 377)
((5, 1972), 376)
((5, 1971), 373)
((5, 1970), 366)
((5, 1969), 338)
((5, 1968), 356)
((5, 1967), 363)
((5, 1966), 355)
((5, 1965), 346)
((5, 1964), 305)
((5, 1963), 310)
((5, 1962), 293)
((5, 1961), 268)
((5, 1960), 127)
((5, 1959), 127)
((5, 1958), 129)
((5, 1957), 126)
((5, 1956), 125)
((5, 1955), 121)
((5, 1954), 119)
((5, 1953), 118)
((5, 1952), 114)
((5, 1951), 99)
((5, 1950), 46)
((4, 2014), 254)
((4, 2013), 209)
((4, 2012), 218)
((4, 2011), 289)
((4, 2010), 223)
((4, 2009), 276)
((4, 2008), 298)
((4, 2007), 264)
((4, 2006), 234)
((4, 2005), 256)
((4, 2004), 269)
((4, 2003), 293)
((4, 2002), 292)
((4, 2001), 235)
((4, 2000), 273)
((4, 1999), 279)
((4, 1998), 275)
((4, 1997), 194)
((4, 1996), 266)
((4, 1995), 190)
((4, 1994), 271)
((4, 1993), 279)
((4, 1992), 183)
((4, 1991), 267)
((4, 1990), 281)
((4, 1989), 274)
