((4, 2000), 16492)
((4, 1999), 13010)
((4, 1998), 9788)
((4, 1997), 3951)
((4, 1996), 11732)
((4, 1995), 3154)
((4, 1994), 8480)
((4, 1993), 9306)
((4, 1992), 1845)
((4, 1991), 7002)
((4, 1990), 11104)
((4, 1989), 7224)
((4, 1988), 3612)
((4, 1987), 6647)
((4, 1986), 2308)
((4, 1985), 865)
((4, 1984), 7261)
((4, 1983), 3918)
((4, 1982), 4542)
((4, 1981), 4427)
((4, 1980), 5242)
((4, 1979), 1799)
((4, 1978), 2371)
((4, 1977), 1898)
((4, 1976), 3786)
((4, 1975), 6060)
((4, 1974), 11375)
((4, 1973), 1722)
((4, 1972), 1951)
((4, 1971), 2540)
((4, 1970), 434)
((4, 1969), 4005)
((4, 1968), 12033)
((4, 1967), 3996)
((4, 1966), 3172)
((4, 1965), 5043)
((4, 1964), 6961)
((4, 1963), 3126)
((4, 1962), 4652)
((4, 1961), 7621)
((4, 1960), 1934)
((4, 1959), 4186)
((4, 1958), 661)
((4, 1957), 3178)
((4, 1956), 692)
((4, 1955), 959)
((4, 1954), 279)
((4, 1953), 2030)
((4, 1952), 2131)
((4, 1951), 744)
((4, 1950), 380)
((3, 2014), 4396)
((3, 2013), 34)
((3, 2012), 7000)
((3, 2011), 719)
((3, 2010), 529)
((3, 2009), 170)
((3, 2008), 507)
((3, 2007), 5444)
((3, 2006), 7)
((3, 2005), 1367)
((3, 2004), 1868)
((3, 2003), 3754)
((3, 2002), 1750)
((3, 2001), 1)
((3, 2000), 1278)
((3, 1999), 1333)
((3, 1998), 1214)
((3, 1997), 1639)
((3, 1996), 3)
((3, 1995), 119)
((3, 1994), 202)
((3, 1993), 366)
((3, 1992), 238)
((3, 1991), 665)
((3, 1990), 3680)
((3, 1989), 892)
((3, 1988), 16)
((3, 1987), 65)
((3, 1986), 31)
((3, 1984), 3)
((3, 1983), 26)
((3, 1982), 1001)
((3, 1981), 428)
((3, 1980), 5)
((3, 1979), 21)
((3, 1978), 341)
((3, 1977), 231)
((3, 1976), 75)
((3, 1975), 87)
((3, 1974), 1749)
((3, 1973), 2399)
((3, 1972), 737)
((3, 1971), 33)
((3, 1970), 1)
((3, 1968), 1565)
((3, 1967), 543)
((3, 1966), 58)
((3, 1965), 612)
((3, 1964), 79)
((3, 1963), 1)
((3, 1962), 2)
((3, 1961), 1736)
((3, 1960), 78)
((3, 1959), 529)
((3, 1958), 5)
((3, 1957), 260)
((3, 1956), 247)
((3, 1955), 2)
((3, 1954), 86)
((3, 1953), 461)
((3, 1952), 2)
((3, 1950), 97)
((2, 2014), 35)
((2, 2013), 12)
((2, 2012), 222)
((2, 2008), 101)
((2, 2004), 9)
((2, 2003), 4)
((2, 2002), 141)
((2, 2001), 27)
((2, 2000), 9)
((2, 1998), 190)
((2, 1997), 6)
((2, 1995), 2)
((2, 1993), 33)
((2, 1992), 19)
((2, 1991), 1)
((2, 1990), 1291)
((2, 1989), 191)
((2, 1976), 39)
((2, 1975), 33)
((2, 1974), 17)
((2, 1973), 7)
((2, 1971), 1)
((2, 1964), 1)
((2, 1962), 2)
((2, 1961), 108)
((2, 1960), 2)
((2, 1959), 50)
((2, 1958), 1)
((2, 1957), 2)
((2, 1956), 3)
((2, 1955), 3)
((2, 1954), 1)
((2, 1953), 11)
((2, 1952), 1)
((2, 1951), 1)
((1, 2007), 200)
((1, 2005), 168)
((1, 1998), 6)
((1, 1993), 9)
((1, 1992), 68)
((1, 1991), 3)
((1, 1990), 3)
((1, 1989), 90)
((1, 1988), 12)
((1, 1984), 2)
((1, 1983), 71)
((1, 1979), 1)
((1, 1975), 48)
((1, 1973), 37)
((1, 1972), 2)
((1, 1971), 32)
((1, 1970), 1)
((1, 1968), 3)
((1, 1960), 1)
((1, 1959), 3)
((1, 1958), 1)
((1, 1957), 7)
((1, 1956), 3)
((1, 1955), 3)
((1, 1954), 4)
